사고ID,데이터구분,연도,사고일자,월,요일,학년,학년급,사고시간_정리,발생시각,사고장소_정리,사고당시활동_정리,사고형태_정리
SAMPLE-00193,합성 예시 데이터,2023,2023-12-04,12,월요일,5,고학년,방과후,15:57,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-00194,합성 예시 데이터,2022,2022-05-31,5,화요일,2,저학년,쉬는시간,09:46,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-00195,합성 예시 데이터,2021,2021-07-21,7,수요일,4,고학년,점심시간,12:18,교실·학습공간,수업·실습,넘어짐
SAMPLE-00196,합성 예시 데이터,2021,2021-06-21,6,월요일,3,고학년,5교시,13:13,강당·체육관,구기·라켓스포츠,기타
SAMPLE-00197,합성 예시 데이터,2022,2022-07-28,7,목요일,6,고학년,쉬는시간,13:28,운동장,기타 체육,넘어짐
SAMPLE-00198,합성 예시 데이터,2023,2023-03-06,3,월요일,6,고학년,6교시,13:50,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-00199,합성 예시 데이터,2021,2021-10-27,10,수요일,1,저학년,방과후,16:42,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-00200,합성 예시 데이터,2024,2024-10-28,10,월요일,2,저학년,쉬는시간,13:04,운동장,구기·라켓스포츠,넘어짐
SAMPLE-00201,합성 예시 데이터,2022,2022-09-09,9,금요일,1,저학년,방과후,15:59,계단·복도,기타,넘어짐
SAMPLE-00202,합성 예시 데이터,2023,2023-08-03,8,목요일,5,고학년,점심시간,12:28,교실·학습공간,수업·실습,기타
SAMPLE-00203,합성 예시 데이터,2022,2022-03-08,3,화요일,3,고학년,1교시,09:30,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-00204,합성 예시 데이터,2025,2025-08-08,8,금요일,4,고학년,쉬는시간,12:38,운동장,구기·라켓스포츠,넘어짐
SAMPLE-00205,합성 예시 데이터,2024,2024-11-28,11,목요일,5,고학년,쉬는시간,13:07,계단·복도,이동·보행,넘어짐
SAMPLE-00206,합성 예시 데이터,2023,2023-03-13,3,월요일,4,고학년,쉬는시간,14:05,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-00207,합성 예시 데이터,2024,2024-12-20,12,금요일,2,저학년,5교시,13:07,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-00208,합성 예시 데이터,2022,2022-05-24,5,화요일,2,저학년,점심시간,12:27,급식·위생공간,이동·보행,넘어짐
SAMPLE-00209,합성 예시 데이터,2025,2025-05-08,5,목요일,5,고학년,1교시,09:39,강당·체육관,구기·라켓스포츠,넘어짐
SAMPLE-00210,합성 예시 데이터,2023,2023-10-04,10,수요일,2,저학년,3교시,10:43,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-00211,합성 예시 데이터,2023,2023-05-09,5,화요일,4,고학년,방과후,16:41,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-00212,합성 예시 데이터,2025,2025-06-25,6,수요일,6,고학년,방과후,15:33,강당·체육관,이동·보행,미끄러짐
SAMPLE-00213,합성 예시 데이터,2024,2024-11-01,11,금요일,6,고학년,3교시,11:13,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-00214,합성 예시 데이터,2025,2025-10-22,10,수요일,2,저학년,점심시간,12:19,운동장,구기·라켓스포츠,넘어짐
SAMPLE-00215,합성 예시 데이터,2023,2023-04-03,4,월요일,2,저학년,5교시,13:13,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-00216,합성 예시 데이터,2025,2025-10-29,10,수요일,2,저학년,점심시간,12:10,급식·위생공간,식사·위생,넘어짐
SAMPLE-00217,합성 예시 데이터,2022,2022-08-01,8,월요일,1,저학년,하교,14:13,교문·외부동선,교통·탑승,기타
SAMPLE-00218,합성 예시 데이터,2025,2025-09-08,9,월요일,1,저학년,쉬는시간,11:38,교실·학습공간,이동·보행,미끄러짐
SAMPLE-00219,합성 예시 데이터,2021,2021-10-19,10,화요일,1,저학년,방과후,16:14,계단·복도,놀이·휴식,넘어짐
SAMPLE-00220,합성 예시 데이터,2025,2025-04-30,4,수요일,2,저학년,3교시,11:06,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-00221,합성 예시 데이터,2023,2023-06-02,6,금요일,4,고학년,점심시간,12:50,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-00222,합성 예시 데이터,2025,2025-09-04,9,목요일,5,고학년,하교,16:05,교문·외부동선,이동·보행,부딪힘·충돌
SAMPLE-00223,합성 예시 데이터,2024,2024-05-17,5,금요일,2,저학년,쉬는시간,13:14,화장실·위생공간,놀이·휴식,미끄러짐
SAMPLE-00224,합성 예시 데이터,2022,2022-05-03,5,화요일,1,저학년,쉬는시간,10:45,계단·복도,이동·보행,미끄러짐
SAMPLE-00225,합성 예시 데이터,2021,2021-08-23,8,월요일,5,고학년,하교,15:43,교문·외부동선,놀이·휴식,부딪힘·충돌
SAMPLE-00226,합성 예시 데이터,2023,2023-09-07,9,목요일,2,저학년,점심시간,12:13,교실·학습공간,수업·실습,넘어짐
SAMPLE-00227,합성 예시 데이터,2024,2024-03-26,3,화요일,6,고학년,5교시,13:05,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-00228,합성 예시 데이터,2024,2024-10-28,10,월요일,4,고학년,쉬는시간,14:13,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-00229,합성 예시 데이터,2021,2021-10-18,10,월요일,3,고학년,쉬는시간,11:00,계단·복도,이동·보행,넘어짐
SAMPLE-00230,합성 예시 데이터,2025,2025-11-07,11,금요일,1,저학년,방과후,15:23,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-00231,합성 예시 데이터,2021,2021-04-27,4,화요일,2,저학년,하교,16:16,교문·외부동선,이동·보행,미끄러짐
SAMPLE-00232,합성 예시 데이터,2025,2025-05-28,5,수요일,3,고학년,쉬는시간,10:42,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-00233,합성 예시 데이터,2024,2024-05-28,5,화요일,6,고학년,4교시,12:05,교실·학습공간,수업·실습,넘어짐
SAMPLE-00234,합성 예시 데이터,2023,2023-09-12,9,화요일,5,고학년,방과후,15:20,운동장,이동·보행,넘어짐
SAMPLE-00235,합성 예시 데이터,2023,2023-03-23,3,목요일,6,고학년,방과후,16:59,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-00236,합성 예시 데이터,2023,2023-09-15,9,금요일,2,저학년,3교시,11:12,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-00237,합성 예시 데이터,2021,2021-03-04,3,목요일,6,고학년,쉬는시간,14:02,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-00238,합성 예시 데이터,2021,2021-09-21,9,화요일,3,고학년,쉬는시간,14:18,화장실·위생공간,이동·보행,부딪힘·충돌
SAMPLE-00239,합성 예시 데이터,2021,2021-11-10,11,수요일,1,저학년,5교시,13:42,강당·체육관,기타 체육,부딪힘·충돌
SAMPLE-00240,합성 예시 데이터,2022,2022-07-12,7,화요일,4,고학년,4교시,11:56,운동장,이동·보행,부딪힘·충돌
SAMPLE-00241,합성 예시 데이터,2023,2023-07-05,7,수요일,6,고학년,점심시간,12:26,급식·위생공간,이동·보행,추락
SAMPLE-00242,합성 예시 데이터,2021,2021-06-28,6,월요일,4,고학년,쉬는시간,10:12,계단·복도,이동·보행,미끄러짐
SAMPLE-00243,합성 예시 데이터,2022,2022-03-31,3,목요일,6,고학년,하교,15:50,교문·외부동선,이동·보행,넘어짐
SAMPLE-00244,합성 예시 데이터,2023,2023-03-09,3,목요일,4,고학년,2교시,10:22,계단·복도,이동·보행,넘어짐
SAMPLE-00245,합성 예시 데이터,2024,2024-04-11,4,목요일,5,고학년,점심시간,12:12,운동장,기타 체육,넘어짐
SAMPLE-00246,합성 예시 데이터,2021,2021-10-08,10,금요일,4,고학년,하교,14:07,교문·외부동선,이동·보행,넘어짐
SAMPLE-00247,합성 예시 데이터,2023,2023-11-20,11,월요일,4,고학년,쉬는시간,11:39,계단·복도,이동·보행,추락
SAMPLE-00248,합성 예시 데이터,2022,2022-06-15,6,수요일,5,고학년,점심시간,12:32,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-00249,합성 예시 데이터,2024,2024-09-26,9,목요일,5,고학년,쉬는시간,10:01,교실·학습공간,이동·보행,넘어짐
SAMPLE-00250,합성 예시 데이터,2021,2021-08-20,8,금요일,6,고학년,3교시,10:56,운동장,이동·보행,부딪힘·충돌
SAMPLE-00251,합성 예시 데이터,2022,2022-05-19,5,목요일,5,고학년,쉬는시간,10:43,화장실·위생공간,식사·위생,화상
SAMPLE-00252,합성 예시 데이터,2025,2025-11-04,11,화요일,4,고학년,6교시,14:11,강당·체육관,이동·보행,부딪힘·충돌
SAMPLE-00253,합성 예시 데이터,2021,2021-08-04,8,수요일,2,저학년,등교 전,08:55,계단·복도,이동·보행,넘어짐
SAMPLE-00254,합성 예시 데이터,2024,2024-04-11,4,목요일,6,고학년,점심시간,12:31,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-00255,합성 예시 데이터,2023,2023-10-25,10,수요일,3,고학년,방과후,15:10,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-00256,합성 예시 데이터,2025,2025-04-21,4,월요일,6,고학년,1교시,09:41,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-00257,합성 예시 데이터,2021,2021-11-10,11,수요일,2,저학년,하교,16:45,계단·복도,이동·보행,추락
SAMPLE-00258,합성 예시 데이터,2024,2024-03-26,3,화요일,5,고학년,점심시간,12:21,급식·위생공간,식사·위생,화상
SAMPLE-00259,합성 예시 데이터,2025,2025-06-30,6,월요일,3,고학년,점심시간,12:16,급식·위생공간,식사·위생,미끄러짐
SAMPLE-00260,합성 예시 데이터,2024,2024-10-02,10,수요일,4,고학년,3교시,11:21,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-00261,합성 예시 데이터,2025,2025-07-02,7,수요일,1,저학년,6교시,14:11,계단·복도,놀이·휴식,넘어짐
SAMPLE-00262,합성 예시 데이터,2022,2022-07-12,7,화요일,5,고학년,쉬는시간,13:38,운동장,구기·라켓스포츠,기타
SAMPLE-00263,합성 예시 데이터,2022,2022-03-30,3,수요일,3,고학년,쉬는시간,11:52,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-00264,합성 예시 데이터,2025,2025-03-19,3,수요일,4,고학년,방과후,15:02,계단·복도,이동·보행,미끄러짐
SAMPLE-00265,합성 예시 데이터,2023,2023-07-12,7,수요일,3,고학년,1교시,09:46,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-00266,합성 예시 데이터,2025,2025-05-20,5,화요일,6,고학년,4교시,11:36,강당·체육관,기타 체육,추락
SAMPLE-00267,합성 예시 데이터,2024,2024-10-17,10,목요일,4,고학년,쉬는시간,11:46,화장실·위생공간,이동·보행,미끄러짐
SAMPLE-00268,합성 예시 데이터,2022,2022-09-30,9,금요일,2,저학년,5교시,13:15,운동장,놀이·휴식,넘어짐
SAMPLE-00269,합성 예시 데이터,2022,2022-05-03,5,화요일,4,고학년,하교,16:03,교문·외부동선,이동·보행,넘어짐
SAMPLE-00270,합성 예시 데이터,2025,2025-07-28,7,월요일,5,고학년,쉬는시간,12:36,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-00271,합성 예시 데이터,2021,2021-05-13,5,목요일,1,저학년,방과후,16:12,운동장,기타 체육,추락
SAMPLE-00272,합성 예시 데이터,2024,2024-08-01,8,목요일,5,고학년,6교시,14:02,교실·학습공간,수업·실습,넘어짐
SAMPLE-00273,합성 예시 데이터,2022,2022-10-31,10,월요일,3,고학년,3교시,11:24,교실·학습공간,이동·보행,넘어짐
SAMPLE-00274,합성 예시 데이터,2022,2022-05-04,5,수요일,3,고학년,하교,17:16,계단·복도,이동·보행,미끄러짐
SAMPLE-00275,합성 예시 데이터,2023,2023-07-11,7,화요일,3,고학년,4교시,11:45,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-00276,합성 예시 데이터,2023,2023-07-10,7,월요일,2,저학년,등교 전,08:39,계단·복도,이동·보행,미끄러짐
SAMPLE-00277,합성 예시 데이터,2022,2022-05-10,5,화요일,5,고학년,등교 전,08:00,계단·복도,놀이·휴식,미끄러짐
SAMPLE-00278,합성 예시 데이터,2024,2024-03-01,3,금요일,2,저학년,1교시,09:38,교실·학습공간,수업·실습,넘어짐
SAMPLE-00279,합성 예시 데이터,2025,2025-09-08,9,월요일,5,고학년,1교시,09:14,강당·체육관,구기·라켓스포츠,넘어짐
SAMPLE-00280,합성 예시 데이터,2025,2025-03-12,3,수요일,5,고학년,4교시,11:46,계단·복도,이동·보행,넘어짐
SAMPLE-00281,합성 예시 데이터,2022,2022-04-07,4,목요일,6,고학년,점심시간,12:27,운동장,놀이·휴식,넘어짐
SAMPLE-00282,합성 예시 데이터,2021,2021-12-02,12,목요일,2,저학년,쉬는시간,13:03,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-00283,합성 예시 데이터,2025,2025-06-30,6,월요일,6,고학년,점심시간,12:31,급식·위생공간,식사·위생,미끄러짐
SAMPLE-00284,합성 예시 데이터,2024,2024-03-27,3,수요일,5,고학년,4교시,11:43,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-00285,합성 예시 데이터,2021,2021-08-09,8,월요일,2,저학년,등교 전,08:16,계단·복도,이동·보행,넘어짐
SAMPLE-00286,합성 예시 데이터,2022,2022-07-18,7,월요일,4,고학년,점심시간,12:44,급식·위생공간,식사·위생,화상
SAMPLE-00287,합성 예시 데이터,2021,2021-10-06,10,수요일,5,고학년,점심시간,12:17,급식·위생공간,식사·위생,미끄러짐
SAMPLE-00288,합성 예시 데이터,2021,2021-09-29,9,수요일,6,고학년,1교시,09:34,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-00289,합성 예시 데이터,2022,2022-05-05,5,목요일,2,저학년,방과후,15:00,교실·학습공간,수업·실습,기타
SAMPLE-00290,합성 예시 데이터,2022,2022-06-01,6,수요일,4,고학년,5교시,13:03,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-00291,합성 예시 데이터,2021,2021-04-21,4,수요일,2,저학년,점심시간,12:42,급식·위생공간,식사·위생,화상
SAMPLE-00292,합성 예시 데이터,2025,2025-07-04,7,금요일,2,저학년,쉬는시간,13:56,화장실·위생공간,식사·위생,화상
SAMPLE-00293,합성 예시 데이터,2025,2025-10-31,10,금요일,1,저학년,2교시,10:27,강당·체육관,기타 체육,부딪힘·충돌
SAMPLE-00294,합성 예시 데이터,2022,2022-06-06,6,월요일,3,고학년,방과후,17:11,운동장,이동·보행,추락
SAMPLE-00295,합성 예시 데이터,2022,2022-09-05,9,월요일,3,고학년,4교시,11:31,교실·학습공간,수업·실습,넘어짐
SAMPLE-00296,합성 예시 데이터,2024,2024-08-02,8,금요일,4,고학년,점심시간,12:56,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-00297,합성 예시 데이터,2024,2024-06-12,6,수요일,6,고학년,점심시간,12:53,급식·위생공간,식사·위생,화상
SAMPLE-00298,합성 예시 데이터,2024,2024-06-17,6,월요일,3,고학년,3교시,11:25,운동장,구기·라켓스포츠,넘어짐
SAMPLE-00299,합성 예시 데이터,2021,2021-03-01,3,월요일,3,고학년,5교시,13:32,교실·학습공간,이동·보행,넘어짐
SAMPLE-00300,합성 예시 데이터,2024,2024-11-07,11,목요일,6,고학년,6교시,14:29,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-00301,합성 예시 데이터,2022,2022-09-30,9,금요일,3,고학년,쉬는시간,11:56,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-00302,합성 예시 데이터,2025,2025-03-19,3,수요일,4,고학년,4교시,11:35,운동장,구기·라켓스포츠,기타
SAMPLE-00303,합성 예시 데이터,2021,2021-05-28,5,금요일,4,고학년,2교시,10:04,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-00304,합성 예시 데이터,2024,2024-05-29,5,수요일,6,고학년,쉬는시간,09:58,계단·복도,이동·보행,넘어짐
SAMPLE-00305,합성 예시 데이터,2024,2024-11-14,11,목요일,5,고학년,쉬는시간,14:17,교실·학습공간,이동·보행,넘어짐
SAMPLE-00306,합성 예시 데이터,2023,2023-09-14,9,목요일,5,고학년,쉬는시간,10:45,운동장,놀이·휴식,부딪힘·충돌
SAMPLE-00307,합성 예시 데이터,2025,2025-06-13,6,금요일,3,고학년,쉬는시간,10:13,교실·학습공간,수업·실습,넘어짐
SAMPLE-00308,합성 예시 데이터,2024,2024-11-04,11,월요일,5,고학년,5교시,13:41,운동장,이동·보행,넘어짐
SAMPLE-00309,합성 예시 데이터,2021,2021-09-02,9,목요일,4,고학년,5교시,13:14,강당·체육관,구기·라켓스포츠,기타
SAMPLE-00310,합성 예시 데이터,2021,2021-10-25,10,월요일,4,고학년,방과후,15:19,강당·체육관,기타 체육,추락
SAMPLE-00311,합성 예시 데이터,2021,2021-06-23,6,수요일,3,고학년,6교시,13:59,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-00312,합성 예시 데이터,2021,2021-10-20,10,수요일,4,고학년,3교시,11:19,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-00313,합성 예시 데이터,2022,2022-11-17,11,목요일,3,고학년,5교시,13:31,교실·학습공간,수업·실습,기타
SAMPLE-00314,합성 예시 데이터,2024,2024-10-22,10,화요일,4,고학년,5교시,13:09,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-00315,합성 예시 데이터,2022,2022-07-12,7,화요일,6,고학년,2교시,10:32,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-00316,합성 예시 데이터,2024,2024-05-22,5,수요일,3,고학년,쉬는시간,09:50,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-00317,합성 예시 데이터,2025,2025-04-17,4,목요일,5,고학년,3교시,11:29,교실·학습공간,수업·실습,넘어짐
SAMPLE-00318,합성 예시 데이터,2025,2025-07-18,7,금요일,6,고학년,쉬는시간,10:34,운동장,놀이·휴식,넘어짐
SAMPLE-00319,합성 예시 데이터,2023,2023-04-05,4,수요일,4,고학년,쉬는시간,10:43,운동장,구기·라켓스포츠,기타
SAMPLE-00320,합성 예시 데이터,2025,2025-04-30,4,수요일,5,고학년,점심시간,12:16,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-00321,합성 예시 데이터,2024,2024-07-24,7,수요일,1,저학년,1교시,09:35,교실·학습공간,수업·실습,넘어짐
